name,address,type,number,scheme,id,postal
$5 FRIED RICE,"371 BEACH ROAD stall (MR1) #B1-15 CITY GATE, FOOD HQ KOPITIAM & BAR 199597",Hawker,EEHK25100000137,Eating Establishment,fd4774fc-2a74-49bf-94d1-acb34f56740a,199597
$5 JAPANESE & KOREAN CUISINE,"371 BEACH ROAD Stall (S1) #B1-15 CITY GATE, FOOD HQ KOPITIAM & BAR 199597",Hawker,EEHK25100000136,Eating Establishment,96829bc1-103a-4edb-8141-c571383add6d,199597
$5 WESTERN,"354 CLEMENTI AVENUE 2 MR 2, Chang Cheng Mee Wah. Wufu #01-157 CLEMENTI AVENUE 2 SHOPPING CENTRE 120354",Hawker,EEHK25120000014,Eating Establishment,b7c95d92-83ed-4ce7-b6df-18670f81e3f1,120354
$5 WESTERN (MR1) @BGAIN Eating House 121 Hougang,"121 HOUGANG AVENUE 1 #01-1358 BGAIN 121 Eating House, MR1 530121",Hawker,EEHK20250000456,Eating Establishment,65462afa-1e37-4c60-9b0d-f1ebe5210314,530121
$5 WESTERN (S6) @ WU FU KALLANG HEIGHTS,"5 UPPER BOON KENG ROAD #01-01 KALLANG HEIGHTS, Stall 6 380005",Hawker,EEHK20230001159,Eating Establishment,3c924f32-ed41-4d96-a7b2-97eef82aa379,380005
$5 Western(S5)@ HZB Canteen Wave 9,"71 WOODLANDS INDUSTRIAL PARK E9 #01-04 WAVE9, STALL 5 757048",Hawker,EEHK20240000455,Eating Establishment,9f31d416-1325-4d57-978d-a92566c4dc67,757048
+ROBERT CATERING SERVICES PTE. LTD.,5 KAKI BUKIT ROAD 2 #04-08 CITY WAREHOUSE 417839,Catering Company,FPGN21030001505,Food Preparation Area,1f7a6251-e2af-4cc8-8f48-e1e500818fe6,417839
1 Pasir Ris Close #02-K3/K4 E!Hub@Downtown East S(519599),10 EUNOS ROAD 8 #B1-164 SINGAPORE POST CENTRE 408600,Snack Bar / Bakery,EESB20250000742,Eating Establishment,b865b2c7-fef4-4a90-823a-e1fd0f138e96,408600
13 Kitchen,"9012 TAMPINES STREET 93 #01-157 TAMPINES INDUSTRIAL PARK A RONG CHENG F&B, MR9 528845",Hawker,EEHK20250000788,Eating Establishment,5f1d492e-e8db-41dc-9b38-389464062311,528845
13 Miles,749/751 NORTH BRIDGE ROAD #01 NIL 198717,Restaurant,EERT20250000318,Eating Establishment,292c3360-3744-45a1-80e7-6a75a4cda694,198717
13 MILES,596B SEMBAWANG ROAD #01-00 SEMBAWANG SPRINGS ESTATE 758455,Restaurant,EERN22010013435,Eating Establishment,f1275350-ad3c-413b-8c24-a1ef2b58304f,758455
156 Japanese Korean (S5)@Coffee & Tea Yishun,"156 YISHUN STREET 11 #01-122, Stall 5 760156",Hawker,EEHK20230000210,Eating Establishment,fba4b0bc-4284-4e10-9625-8d46adbc5baa,760156
18C,1 VISTA EXCHANGE GREEN #02-12/13/14/15 THE STAR VISTA 138617,Restaurant,EERT20250000495,Eating Establishment,b5863466-c1d5-4d52-ac58-34adbab3195b,138617
18C,3155 COMMONWEALTH AVENUE WEST #05-16/17 THE CLEMENTI MALL 129588,Restaurant,EERT20250000496,Eating Establishment,6b9646c5-4bda-4fcd-ba54-48da3d5451f3,129588
18C,1 PASIR RIS CLOSE #02-330/331 E!HUB@DOWNTOWN EAST 519599,Restaurant,EERT20250000497,Eating Establishment,6b9646c5-4bda-4fcd-ba54-48da3d5451f3,519599
18C,200 VICTORIA STREET #04-06 BUGIS JUNCTION 188021,Restaurant,EERT20250000498,Eating Establishment,6b9646c5-4bda-4fcd-ba54-48da3d5451f3,188021
1983 A Taste of Nanyang,70 STAMFORD ROAD #01-21 SINGAPORE MANAGEMENT UNIVERSITY 178901,Restaurant,EERT20220001021,Eating Establishment,043c6bc6-ebcb-40cb-b77f-9a7c4adf913f,178901
1983 Coffee & Toast,2 SIMEI STREET 3 #01-09/10 CHANGI GENERAL HOSPITAL 529889,Restaurant,EERX21050012347,Eating Establishment,5496961c-c4f4-4be4-a09f-1635954d58f6,529889
1A CRISPY PUFFS,3015 BEDOK NORTH STREET 5 #02-09 SHIMEI EAST KITCHEN 486350,Central Kitchen,FPCN22020001663,Food Preparation Area,1f05c413-3119-4ee7-b3b3-dfc4aebf420e,486350
1A Heritage,"449 CLEMENTI AVENUE 3 #01-211, Stall 11 120449",Hawker,EEHK20240000218,Eating Establishment,2ba76be5-c2e7-447b-9283-8bf51d1a60e0,120449
1A Heritage,"167 WOODLANDS STREET 11 #01-07 Foodhub, Stall 12 730167",Hawker,EEHK20250000681,Eating Establishment,2ba76be5-c2e7-447b-9283-8bf51d1a60e0,730167
1A Heritage,209 NEW UPPER CHANGI ROAD #01-633 460209,Hawker,EEHN22020013189,Eating Establishment,2ba76be5-c2e7-447b-9283-8bf51d1a60e0,460209
1A Heritage,1 KIM SENG PROMENADE #B1-K128 GREAT WORLD CITY 237994,Snack Bar / Bakery,EEBN21120013064,Eating Establishment,2ba76be5-c2e7-447b-9283-8bf51d1a60e0,237994
1A Heritage,53 ANG MO KIO AVENUE 3 #B2-34 AMK HUB 569933,Snack Bar / Bakery,EEBN22020013106,Eating Establishment,2ba76be5-c2e7-447b-9283-8bf51d1a60e0,569933
1A Heritage,391 ORCHARD ROAD TAKASHIMAYA SHOPPING CENTRE 238872,Snack Bar / Bakery,EEBX22020013105,Eating Establishment,2ba76be5-c2e7-447b-9283-8bf51d1a60e0,238872
1M Kitchen @ Grand Hyatt,"10 SCOTTS ROAD #1M GRAND HYATT SINGAPORE, 1M Kitchen for Straits Kitchen 228211",Central Kitchen,FPCK20240000740,Food Preparation Area,6d75ba6a-20f0-454b-8112-2948a8611858,228211
2 IC CATERING PRIVATE LIMITED,15 JALAN TEPONG #06-10 JURONG FOOD HUB 619336,Catering Company,FPGN22010001642,Food Preparation Area,f8238a66-df1f-4891-9767-a9221c0fd0ad,619336
21 On Rajah,1 JALAN RAJAH #01 329133,Restaurant,EERN21060012456,Eating Establishment,671e206d-f8a1-4c32-a94c-0f81a712772f,329133
21 On Rajah,1 JALAN RAJAH #01 329133,Central Kitchen,FPCK20230001037,Food Preparation Area,671e206d-f8a1-4c32-a94c-0f81a712772f,329133
28 MCC NASI AYAM,2 JOO CHIAT ROAD MR05 #01-1127 Chew And Chat Food Court 420002,Hawker,EEHK20250000687,Eating Establishment,cd6cc204-2e99-47de-9863-877eeb6316ee,420002
3 EMBERS CULINARY CRAFT PTE. LTD.,1 TURF CLUB AVENUE #2M SINGAPORE RACECOURSE 738078,Catering Company,FPCA20230001121,Food Preparation Area,5c80bd74-fc1a-452d-bfb1-f4cb2adf1bc8,738078
3 EMBERS CULINARY CRAFT PTE. LTD.,1 RAFFLES BOULEVARD #04-00 SUNTEC CONVENTION CENTRE 039593,Catering Company,FPCA20240000203,Food Preparation Area,5c80bd74-fc1a-452d-bfb1-f4cb2adf1bc8,039593
380 Nasi Lemak,97 HOUGANG AVENUE 8 538792,Restaurant,EERT20240000495,Eating Establishment,2f921843-0a4b-48e3-8925-c42fa1a3fc11,538792
406 WESTERN (S6) @ WU FU TAMPINES ST 41,"406 TAMPINES STREET 41 #01-07 SUN PLAZA GREEN, Stall 6 520406",Hawker,EEHK20240001225,Eating Establishment,f3347b54-2376-48ba-bdc1-480549182ca1,520406
4FINGERS CRISPY CHICKEN,302 Tiong Bahru Road #01-105 Tiong Bahru Plaza 168732,Restaurant,EERN21070012583,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,168732
4FINGERS CRISPY CHICKEN,277 ORCHARD ROAD #01-04/05 ORCHARD GATEWAY 238858,Restaurant,EERN21070012584,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,238858
4FINGERS CRISPY CHICKEN,1 WOODLANDS SQUARE #01-38/39 CAUSEWAY POINT 738099,Restaurant,EERN21070012586,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,738099
4FINGERS CRISPY CHICKEN,9 BISHAN PLACE #01-32 JUNCTION 8 SHOPPING CENTRE 579837,Restaurant,EERN21070012627,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,579837
4FINGERS CRISPY CHICKEN,"60 PAYA LEBAR ROAD #01-89, #01-90 PAYA LEBAR SQUARE 409051",Restaurant,EERT20220000104,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,409051
4FINGERS CRISPY CHICKEN,418 NORTHSHORE DRIVE #01-09/10/12 NORTHSHORE PLAZA II 820418,Restaurant,EERT20220000481,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,820418
4FINGERS CRISPY CHICKEN,1 HARBOURFRONT WALK #02-120 VIVO CITY 098585,Restaurant,EERT20230000162,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,098585
4FINGERS CRISPY CHICKEN,159 ROCHOR ROAD #01 188434,Restaurant,EERT20240000164,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,188434
4FINGERS CRISPY CHICKEN,10 TAMPINES CENTRAL 1 #01-39/40/K3/K4 TAMPINES ONE 529536,Restaurant,EERT20240000434,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,529536
4FINGERS CRISPY CHICKEN,7 PASIR RIS CENTRAL #B1-36 519612,Restaurant,EERT20240000772,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,519612
4FINGERS CRISPY CHICKEN,1 JURONG WEST CENTRAL 2 #02-42 JURONG POINT 648886,Restaurant,EERT20240001250,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,648886
4FINGERS CRISPY CHICKEN,17 PETIR ROAD #B1-65A HILLION MALL 678278,Restaurant,EERT20250000879,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,678278
4FINGERS CRISPY CHICKEN,"50 JURONG GATEWAY ROAD #01-15A, #01-15 JEM 608549",Restaurant,EERT25100000059,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,608549
4FINGERS CRISPY CHICKEN,65 AIRPORT BOULEVARD #B2-02 CHANGI AIRPORT TERMINAL 3 819663,Restaurant,EERX21070012609,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,819663
4FINGERS CRISPY CHICKEN,1 YISHUN AVENUE 9 #01-03 NEE SOON EAST COMMUNITY CLUB 768893,Restaurant,EESB20220000052,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,768893
4FINGERS CRISPY CHICKEN,225 JALAN KAYU 799449,Snack Bar / Bakery,EEBN21070012391,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,799449
4FINGERS CRISPY CHICKEN,56 NEW UPPER CHANGI ROAD #01-1316 461056,Snack Bar / Bakery,EEBN21120013062,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,461056
4FINGERS CRISPY CHICKEN,601 BALESTIER ROAD 329903,Snack Bar / Bakery,EESB20220000818,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,329903
4FINGERS CRISPY CHICKEN,4 BUKIT BATOK STREET 41 #01-14/15 LE QUEST 657991,Snack Bar / Bakery,EESB20220000860,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,657991
4FINGERS CRISPY CHICKEN,988 UPPER SERANGOON ROAD #01-35 STARS OF KOVAN 534733,Snack Bar / Bakery,EESB20240000025,Eating Establishment,90b83324-363a-4406-9afa-08b19b67522d,534733
54 BAKERY CAFE,2 VENTURE DRIVE #02-46 VISION EXCHANGE 608526,Restaurant,EERN21060012447,Eating Establishment,ecc86068-bf90-4a2c-8d0f-142cd493c956,608526
7 DAYS MAKAN DI PASIR RIS,10 PASIR RIS CENTRAL #01-08 PASIR RIS MRT STATION 519634,Snack Bar / Bakery,EESB20220000778,Eating Establishment,2d66ad8f-1c1b-4109-bcc7-d61f6e0df253,519634
97 NASI LEMAK,51 OLD AIRPORT ROAD #01-97 OLD AIRPORT ROAD HAWKERS' CENTRE 390051,Hawker,EEHN21100012938,Eating Establishment,0df5aca2-e319-4f92-8fa9-9f44ed9a02a9,390051
97 NASI LEMAK,16 RAFFLES QUAY #B1-31/32 HONG LEONG BUILDING 048581,Restaurant,EERT20240000165,Eating Establishment,0df5aca2-e319-4f92-8fa9-9f44ed9a02a9,048581
97 NASI LEMAK (S3) @Senja Hawker Centre,"2 SENJA CLOSE #02-03,(Stall 3) 677632",Hawker,EEHK20230000672,Eating Establishment,9a7d32bd-1926-4197-81eb-235a3102e455,677632
97 NASI LEMAK (S33) @ ANCHORVALE VILLAGE HAWKER CENTRE,339 ANCHORVALE ROAD #02-33 540339,Hawker,EEHK20240001042,Eating Establishment,a7b4c11b-0acd-4965-81d5-9bf386c266bb,540339
A&W,"63 JURONG WEST CENTRAL 3 #03-42-47 /K3-K4, JURONG POINT 648331",Restaurant,EERN21110013209,Eating Establishment,6582f2a0-3687-45a5-8822-fe3666534ec0,648331
A&W,78 AIRPORT BOULEVARD #B2-209 819666,Restaurant,EERN21110013210,Eating Establishment,6582f2a0-3687-45a5-8822-fe3666534ec0,819666
A&W,53 ANG MO KIO AVENUE 3 #B1-47/48/ 51/51A AMK HUB 569933,Restaurant,EERN21110013211,Eating Establishment,6582f2a0-3687-45a5-8822-fe3666534ec0,569933
A&W,133 CANBERRA VIEW #01-04/26/27 CANBERRA PLAZA 750133,Restaurant,EERN21110013212,Eating Establishment,6582f2a0-3687-45a5-8822-fe3666534ec0,750133
A&W,418 NORTHSHORE DRIVE #01-01/02/03 NORTHSHORE PLAZA II 820418,Restaurant,EERN22030013539,Eating Establishment,6582f2a0-3687-45a5-8822-fe3666534ec0,820418
A&W,678A WOODLANDS AVENUE 6 #02-01/02/03 ADMIRALTY PLACE 731678,Restaurant,EERT20230000266,Eating Establishment,6582f2a0-3687-45a5-8822-fe3666534ec0,731678
A&W,20 MANDAI LAKE ROAD #02-01 729825,Restaurant,EERT20230000639,Eating Establishment,6582f2a0-3687-45a5-8822-fe3666534ec0,729825
A&W,11 BIDADARI PARK DRIVE #01-40 THE WOODLEIGH MALL 367803,Restaurant,EERT20230000777,Eating Establishment,6582f2a0-3687-45a5-8822-fe3666534ec0,367803
A&W,339 ANCHORVALE ROAD #01-15/16/26 540339,Restaurant,EERT20240000703,Eating Establishment,6582f2a0-3687-45a5-8822-fe3666534ec0,540339
A&W,1 HARBOURFRONT WALK #B2-43/58 VIVO CITY 098585,Restaurant,EERT25100000110,Eating Establishment,6582f2a0-3687-45a5-8822-fe3666534ec0,098585
A-Po Hokkien Mee (MR1) @ The Food Market Century Square,"2 TAMPINES CENTRAL 5 #03-19 CENTURY SQUARE, MR1 529509",Hawker,EEHN22010013112,Eating Establishment,b7d36a1f-5610-4f93-9fe8-f83838c63d7b,529509
A-Po Hokkien Mee (S6)@Kopitiam Northpoint City,"930 YISHUN AVENUE 2 #B2-12, Stall 6 769098",Hawker,EEHK20240000221,Eating Establishment,75650720-8db7-4b6c-8918-d555488592ec,769098
A-PO Hokkien Mee (S9)@Food Junction Lot One,"21 CHOA CHU KANG AVENUE 4 LOT ONE, SHOPPERS' MALL, Stall 9 689812",Hawker,EEHK20230000110,Eating Establishment,5960f873-dc13-44bb-b02d-c30ea524f45b,689812
AAHA BRIYANI,"21 FERNVALE ROAD #01-02,#01-03 HIGH PARK RESIDENCES 797637",Restaurant,EERT20250000329,Eating Establishment,e3739fb2-98c3-4004-83b5-1fbc9d4c375f,797637
ABANG GEMUK,8A ADMIRALTY STREET #07-14 FOOD XCHANGE @ ADMIRALTY 757437,Central Kitchen,FPCK20230000704,Food Preparation Area,6f49f8c4-4fa7-4efc-a2b9-b6cb1fa05d08,757437
ABANG GEMUK,8A ADMIRALTY STREET #03-36 FOOD XCHANGE @ ADMIRALTY 757437,Central Kitchen,FPCK20240000211,Food Preparation Area,6f49f8c4-4fa7-4efc-a2b9-b6cb1fa05d08,757437
ABANG GEMUK (S1) @ FoodHub 496 Jurong West,"496 JURONG WEST STREET 41 #01-84, Stall 1 640496",Hawker,EEHK20230000707,Eating Establishment,f1003e93-078c-440e-b0b5-a231dd31888a,640496
Abang Gemuk (S1) @ FoodHub Aljunied,"119 ALJUNIED AVENUE 2 #01-54, Stall 1 380119",Hawker,EEHK20230000709,Eating Establishment,a210cf88-76ab-4cf8-b526-1d6c604b5146,380119
ABANG GEMUK (S10) @ FOODHUB 547 SEGAR ROAD,"547 SEGAR ROAD #01-01 SEGAR VALE, (Stall 10) 670547",Hawker,EEHK20230000706,Eating Establishment,bbc989a7-3339-4374-9523-cba9918118fa,670547
ABANG GEMUK (S12) @ FoodHub 48 Toh Guan,"48 TOH GUAN ROAD EAST #01-124/125/126/127/128/129 ENTERPRISE HUB, Stall 12 608586",Hawker,EEHK20230000708,Eating Establishment,a192a194-31eb-4fbf-b678-0926bb5d7d24,608586
ABANG GEMUK (S2) @ COFFEESHOP 506 BUKIT BATOK,"506 BUKIT BATOK STREET 52 #01-91 HILLGROVE GARDENS, STALL 2 650506",Hawker,EEHK20230000705,Eating Establishment,14ff1802-3045-46fe-979f-68ea7662099e,650506
Abang Gemuk (S3) @Food Paradise Sengkang,"279 SENGKANG EAST AVENUE #01-01 COMPASSVALE ANCILLA, Stall 3 540279",Hawker,EEHK20230000710,Eating Establishment,c9a1d890-a4da-4ae9-8044-249dbbac1a9a,540279
Abang Gemuk (S4) @ Soon Huat FoodCenter 233 Toa Payoh,"233 LORONG 8 TOA PAYOH #01-268 TOA PAYOH EIGHT, Stall 4 310233",Hawker,EEHK20230000712,Eating Establishment,95bac22d-15d3-43c6-a2ff-2ace635fc4b5,310233
ABANG GEMUK (S9) @ O2 CAFE 134 BUKIT BATOK,"134 BUKIT BATOK WEST AVENUE 6 #01-463, STALL 9 650134",Hawker,EEHK20230000711,Eating Establishment,d534c8ac-9b62-4d1f-b702-033e4348868b,650134
Abang Nasi Goreng (S1) @ Kampung Admiralty,"676 WOODLANDS DRIVE 71 #02-40, Stall 1 730676",Hawker,EEHK20240000121,Eating Establishment,3b5bc3d2-951b-4e4d-8bf4-6c3e9ffb2676,730676
ABANG RECIPES,604 SEMBAWANG ROAD #B1-08/09 SEMBAWANG SHOPPING CENTRE 758459,Restaurant,EERX21030012188,Eating Establishment,8254f20d-430b-4a86-bc49-2168f218abd3,758459
ABC VEGETARIAN FOOD PTE. LTD.,8A ADMIRALTY STREET #07-41 FOOD XCHANGE @ ADMIRALTY 757437,Catering Company,FPCA20220000739,Food Preparation Area,7d12a5b5-bdda-419a-84e8-4266b898e6f9,757437
ABR HOLDINGS LIMITED,41 TAMPINES STREET 92 #04-03 ABR Building 528881,Central Kitchen,FPCK20220000665,Food Preparation Area,f12eee22-c92d-403b-b01e-1b51f77462cd,528881
ABURI-SAN,30 SEMBAWANG DRIVE #B1-10 SUN PLAZA 757713,Snack Bar / Bakery,EESB20230000818,Eating Establishment,3f360fb2-f9c8-4cbf-ae33-a2f77d12e578,757713
Ace Western (MR2)@Foodgle Hub ITE College West,"1 CHOA CHU KANG GROVE #03-05 ITE COLLEGE WEST, MR2 (PART OF) 688236",Hawker,EEHK20230000029,Eating Establishment,2287ca65-3b80-4a9a-82d8-8b2cd3cfe9c3,688236
Adam Chicken,503 WEST COAST DRIVE #01-28 Ayer Rajah Food Centre 120503,Hawker,EEHN22020013198,Eating Establishment,a38ed3f3-c19b-4c8c-9a5f-858750d8c7af,120503
Add More Mala Hot Pot (Stall 49) @ Bukit Canberra Hawker Centre,"21 CANBERRA LINK #01-49, (Stall 49) 756973",Hawker,EEHK20240000124,Eating Establishment,b0970d5a-0866-4f74-97bb-881b10ce76d5,756973
ADHIK ELITE EATS PTE. LTD.,171 KAMPONG AMPAT #04-17 KA FOODLINK 368330,Catering Company,FPCA20250000343,Food Preparation Area,f3174637-8d0f-4a4b-ae3a-3c2c80f9ab4b,368330
Agor Western (S10) @ Kopitiam NUH,"5 LOWER KENT RIDGE ROAD #01-01 NATIONAL UNIVERSITY HOSPITAL, STALL 10 119074",Hawker,EEHK20240000076,Eating Establishment,4f8d3107-33ac-40eb-8c05-6e9acc242a77,119074
AGOR WESTERN (S10) @ KOUFU KKH,"100 BUKIT TIMAH ROAD #01-28 KK WOMEN'S AND CHILDREN'S HOSPITAL, Stall 10 229899",Hawker,EEHK20240000704,Eating Establishment,7f21c11a-cb73-4f49-ab19-6d222e57f690,229899
Ah B Bakery,651 JURONG WEST STREET 61 01-04 MULTI STOREY CAR PARK 640651,Snack Bar / Bakery,EESB20250000756,Eating Establishment,68cd399f-816e-4e64-a5ba-005eca4318e9,640651
Ah B Bakery,151 LORONG CHUAN #01-19 NEW TECH PARK 556741,Snack Bar / Bakery,EESB20240001280,Eating Establishment,f74c56f1-9d32-4333-93ec-c7b939575e15,556741
AH B BAKERY(S10) @ KEDAI KOPI 376 BT BATOK,"376 BUKIT BATOK STREET 31 #01-126, STALL 10 650376",Hawker,EEHK20230001243,Eating Establishment,e3ffd4bb-47b5-4442-a997-2a2e1943d1e9,650376
AH MAH COOKS PTE. LTD.,20 BUKIT BATOK CRESCENT #11-01 ENTERPRISE CENTRE 658080,Catering Company,FPCA20230000819,Food Preparation Area,cfc8b72d-6d61-4856-aa88-67526102a85e,658080
AH TAS MUFFINS (S28) @ Serangoon Garden & Market Food Centre,49A SERANGOON GARDEN WAY #01-28 555945,Hawker,EEHK20230001302,Eating Establishment,b77adf47-afed-43ae-b492-547bb4b82e79,555945
AIR PASANG SEAFOOD & DESSERT (S4) @ AIR PASANG RUMAH MAKAN,"374 BUKIT BATOK STREET 31 #01-192, Stall 4 650374",Hawker,EEHK20250000488,Eating Establishment,a21faa39-7303-4913-8b1f-c5795524766b,650374
Aishwarya Kitchen (S2) @ Adi Foods,"180 WOODLANDS INDUSTRIAL PARK E5 #01-01 WOODLANDS AUTO HUB, STALL 2 757512",Hawker,EEHN21100012688,Eating Establishment,e3e6339f-2dc4-40cc-b8a7-80d315beebd3,757512
AJ DELIGHTS,1 FUSIONOPOLIS WAY #B1-22 CONNEXIS 138632,Restaurant,EERT20230000920,Eating Establishment,f7a35aac-6bce-48aa-8fc3-5711266db911,138632
AJ Delights (S82 & 83) @ Alexandra Village Food Centre,"120 BUKIT MERAH LANE 1 #01-82/83 Alexandra Village Food Centre, STALL 82/83 150120",Hawker,EEHN21120013019,Eating Establishment,e29e1f89-40a1-4021-930f-42558e6dd7d8,150120
AJ Delights Snacks,339 ANCHORVALE ROAD #B1-02 ANCHORVALE VILLAGE 540339,Snack Bar / Bakery,EESB20250000250,Eating Establishment,b7a79b92-730c-4cc3-9f82-e8c5b1be1794,540339
AL FRESCO HOLDINGS PTE LTD,1550 BEDOK NORTH AVENUE 4 #04-12 489950,Central Kitchen,FPCK20230000997,Food Preparation Area,7b2b3306-e479-4eb1-8a3d-718f2f315e6b,489950
Al Madina Famous Prata Corner,844 TAMPINES STREET 82 #01-131 TAMPINES VILLE 520844,Hawker,EEHK20250000270,Eating Establishment,efcd8c9c-ed45-47fb-b3c6-0cde08b37ae3,520844
Al Madina Famous Prata Corner,"233 LORONG 8 TOA PAYOH #01-268 TOA PAYOH EIGHT, Stall 3 310233",Hawker,EEHK20240000186,Eating Establishment,0b14edbc-79ce-41c0-be19-0db857291c69,310233
Al Madina Famous Prata Corner,"40 MARGARET DRIVE #01-05, Stall 2 140040",Hawker,EEHK20240000187,Eating Establishment,0b14edbc-79ce-41c0-be19-0db857291c69,140040
Al Madina Famous Prata Corner,"413 BUKIT BATOK WEST AVENUE 4 #01-220, Stall 2 650413",Hawker,EEHN22010013072,Eating Establishment,0b14edbc-79ce-41c0-be19-0db857291c69,650413
Al Madina Famous Prata Corner,"635C SENJA ROAD #01-01,STALL 8 673635",Hawker,EEHN22010013074,Eating Establishment,0b14edbc-79ce-41c0-be19-0db857291c69,673635
Al Madina Famous Prata Corner,"257 BANGKIT ROAD #01-61 BUKIT PANJANG NEW TOWN, STALL 4 670257",Hawker,EEHN22010013075,Eating Establishment,0b14edbc-79ce-41c0-be19-0db857291c69,670257
Al Madina Famous Prata Corner,"167 WOODLANDS STREET 11 #01-07, Stall 2 730167",Hawker,EEHN22010013076,Eating Establishment,0b14edbc-79ce-41c0-be19-0db857291c69,730167
Al Madina Famous Prata Corner,"494 TAMPINES STREET 45 #01-06, Stall 5 523494",Hawker,EEHN22010013077,Eating Establishment,0b14edbc-79ce-41c0-be19-0db857291c69,523494
Al Madina Famous Prata Corner (S1) @ Foodhub 449 Clementi,"449 CLEMENTI AVENUE 3 #01-211, STALL 1 120449",Hawker,EEHK20240001031,Eating Establishment,3228adf4-baa8-4b0f-ab20-3369bf1851a2,120449
Al Madina Famous Prata Corner (S4) @ Badaling 207 Bukit Batok,"207 BUKIT BATOK STREET 21 #01-118 BUKIT BATOK GREEN, Stall 4 650207",Hawker,EEHK20250000035,Eating Establishment,229801a5-9d6d-4c0b-97b1-f9406c73ad4a,650207
Al Madina Famous Prata Corner (S4) @ FoodHub 803 Keat Hong,"803 Keat Hong Close #01-01, Stall 4 680803",Hawker,EEHK20250000036,Eating Establishment,c9f14a94-f669-483f-9672-c50e77737b4f,680803
Al Madina Famous Prata Corner (S6) @ Foodhub 36 Chai Chee,"36 CHAI CHEE AVENUE #01-151 ANSAR GARDEN, stall 6 461036",Hawker,EEHK20240000730,Eating Establishment,abb1ee2c-2ef3-4390-ab40-1ea834603a26,461036
Al madina famous prata corner(S4) @ Foodhub 801 West Coast,"801 WEST COAST CRESCENT #01-01, STALL 4 120801",Hawker,EEHK20240001032,Eating Establishment,d581265a-5346-4ab2-8903-bd679d800106,120801
Al Madina Prata Corner,"155 BUKIT BATOK STREET 11 #01-324, Stall 12 650155",Hawker,EEHN22010013071,Eating Establishment,18ce2f76-9e97-448b-a1a1-362b68565920,650155
AL-AZHAR,11 & 12 CHEONG CHIN NAM ROAD 599736,Restaurant,EERT20240000904,Eating Establishment,e1787484-2828-47c7-8b72-900d93cb3b65,599736
ALBERT CAFE & RESTAURANT,180 ALBERT STREET #02-01 VILLAGE HOTEL ALBERT COURT 189971,Restaurant,EERT20240000158,Eating Establishment,54a4a54f-b951-4e5d-a152-a9cbecafeaf4,189971
ALC RICE BOWLS,7 WALLICH STREET #B2-22 TANJONG PAGAR CENTRE 078884,Restaurant,EERT20250000392,Eating Establishment,932905ed-ec6e-46d9-80af-c099ef7ba866,078884
ALC RICE BOWLS,311 NEW UPPER CHANGI ROAD #B2-K13 BEDOK INTEGRATED TRANSPORT HUB 467360,Snack Bar / Bakery,EESB25100000138,Eating Establishment,932905ed-ec6e-46d9-80af-c099ef7ba866,467360
ALC RICE BOWLS,1 WOODLANDS SQUARE #B1-K01 CAUSEWAY POINT 738099,Snack Bar / Bakery,EESB25120000017,Eating Establishment,932905ed-ec6e-46d9-80af-c099ef7ba866,738099
Ali's Fry & Grill (S7)@Koufu Commonwealth,"88 TANGLIN HALT ROAD #01-08 COMMONWEALTH VIEW, Stall 7 141088",Hawker,EEHN21060012488,Eating Establishment,c8161e95-0eb8-446a-bbec-85059e2a3e6d,141088
Ali's Fry & Grill Mini Wok Western (S5)@Koufu Wisteria Mall,"598 YISHUN RING ROAD #B1-01 WISTERIA MALL, STALL 5 768698",Hawker,EEHK20240000709,Eating Establishment,30f37e54-c18d-475c-850b-1b0fe0f4f2c1,768698
ALL GOOD GOURMET,23 SERANGOON CENTRAL #B2-49 NEX 556083,Restaurant,EERN21010011992,Eating Establishment,73d3b7e4-57ac-401d-93fc-eadb59302b5d,556083
All Things Delicious,34 ARAB STREET #01-01 199733,Restaurant,EERX21070012654,Eating Establishment,70629d5b-679c-4711-a74b-f752b8415389,199733
ALLEY.WEI,930 YISHUN AVENUE 2 #B1-151 NORTHPOINT CITY 769098,Restaurant,EERN21110012969,Eating Establishment,66dfa7b5-7375-4bab-ae21-9411675816ac,769098
