name,address,type,number,scheme,id,postal
Mata Thai (MR4) @ Yong Li Coffee Station 105 Canberra,"105 CANBERRA STREET #01-01, MR4 750105",Hawker,EEHK20240000570,Eating Establishment,f4cd6864-bb19-41e6-8497-44ed8ab04e9b,750105
Maxwell Chicken Rice (Stall 39) @ Bukit Canberra Hawker Centre,21 CANBERRA LINK #01-39 756973,Hawker,EEHK20240000019,Eating Establishment,f548c690-86bb-4e0b-8387-0bdd94013739,756973
MAYSON BAKERY PTE LTD,7 TUAS BAY WALK 637756,Central Kitchen,FPCK20230000230,Food Preparation Area,c24465d1-442e-41c5-8a3d-5b1c0400af74,637756
MC Nasi Padang (S1) @ NTUC Foodfare CGH,"2 SIMEI STREET 3 #01-30/01-31 CHANGI GENERAL HOSPITAL, Stall 1 529889",Hawker,EEHK20250000252,Eating Establishment,10704698-2d31-4c67-bce0-ee8e6f0a098e,529889
McDonald's,1 PASIR RIS CLOSE #01-338 Downtown East 519599,Restaurant,EERN20020011053,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,519599
McDonald's,642 SENJA CLOSE #01-12/13/14/15/16 670642,Restaurant,EERT20230000985,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,670642
McDonald's,76 NANYANG DRIVE BLK N2.1 #01-08 NANYANG TECHNOLOGIAL UNIVERSITY 637331,Restaurant,EERN20020011023,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,637331
McDonald's,5 CHANGI BUSINESS PARK CENTRAL 1 #01-10/11 CHANGI CITY POINT 486038,Restaurant,EERN20020010964,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,486038
McDonald's,383 BUKIT TIMAH ROAD #01-09C/K1 ALOCASSIA APARTMENT 259727,Restaurant,EERN20020011102,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,259727
McDonald's,1 SENGKANG SQUARE #B1-13 COMPASS ONE 545078,Restaurant,EERN20020011123,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,545078
McDonald's,70 COMPASSVALE BOW #01-34/35/36 544692,Restaurant,EERT20230000679,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,544692
McDonald's,33 SENGKANG WEST AVE #01-04/05/06 THE SELETAR MALL 797653,Restaurant,EERN20020011041,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,797653
McDonald's,57 ANCHORVALE ROAD #02-03 SENG KANG SPORTS & RECREATION CENTRE 544964,Restaurant,EERN20020011039,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,544964
McDonald's,900 TIONG BAHRU ROAD #01-04 DELTA SPORTS COMPLEX 158790,Restaurant,EERT20230001330,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,158790
McDonald's,3 ANSON ROAD #01-03 079909,Restaurant,EERN20020011071,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,079909
McDonald's,18 MARINA GARDENS DRIVE #02-04 GARDENS BY THE BAY (BAY SOUTH) 018953,Restaurant,EERN20020011074,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,018953
McDonald's,580 QUEENSWAY RIDOUT PARK 149066,Restaurant,EERN20020011163,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,149066
McDonald's,3155 COMMONWEALTH AVENUE WEST #01-06/07/08/09 THE CLEMENTI MALL 129588,Restaurant,EERN20020010970,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,129588
McDonald's,1 Pasir Ris Central St 3 #01-28/29 WHITE SANDS 518457,Restaurant,EERN20020011049,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,518457
McDonald's,30 WOODLANDS AVENUE 1 #01-06 THE WOODGROVE 739065,Restaurant,EERN20020011062,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,739065
McDonald's,768 WOODLANDS AVENUE 6 #01-01 730768,Restaurant,EERN20020011078,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,730768
McDonald's,900 SOUTH WOODLANDS DRIVE #01-01 WOODLANDS CIVIC CENTRE 730900,Restaurant,EERN20020011079,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,730900
McDonald's,1 WOODLANDS SQUARE #01-35/36/37 CAUSEWAY POINT 738099,Restaurant,EERN20020011080,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,738099
McDonald's,548 WOODLANDS DRIVE 44 #01-20 VISTA POINT 730548,Restaurant,EERN20020011161,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,730548
McDonald's,883 WOODLANDS STREET 82 #01-468 WOODLANDS NORTH PLAZA 730883,Restaurant,EERT20220000580,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,730883
McDonald's,888 WOODLANDS DRIVE 50 #01-737A 888 PLAZA 730888,Restaurant,EERT20220000685,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,730888
McDonald's,"678A WOODLANDS AVENUE 6 #01-05, #02-04 ADMIRALTY PLACE 731678",Restaurant,EERT20230000682,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,731678
McDonald's,20 AH HOOD ROAD #01-16/K3 ZHONGSHAN MALL 329984,Restaurant,EERN20020011058,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,329984
McDonald's,407 NORTHSHORE DRIVE #02-30/31 Northshore Plaza 820407,Restaurant,EERN22020013468,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,820407
McDonald's,101 THOMSON ROAD #B1-11 UNITED SQUARE 307591,Restaurant,EERN20020011101,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,307591
McDonald's,194 UPPER THOMSON ROAD 01-02/03 THOMSON COMMUNITY CLUB 574339,Restaurant,EERT25110000028,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,574339
McDonald's,9 NORTH BUONA VISTA DRIVE #01-08 THE METROPOLIS 138588,Restaurant,EERN20020011019,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,138588
McDonald's,460 ALEXANDRA ROAD #01-25 PSA BUILDING (ALEXANDRA RETAIL CENTRE) 119963,Restaurant,EERN20020011014,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,119963
McDonald's,6 RAFFLES BOULEVARD #02-156/157/166 MARINA SQUARE 039594,Restaurant,EERN20020010957,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,039594
McDonald's,60 PAYA LEBAR ROAD PAYA LEBAR SQUARE 409051,Restaurant,EERN20020010978,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,409051
McDonald's,1 MARITIME SQUARE #01-86/87/88/89 HARBOURFRONT CENTRE 099253,Restaurant,EERN20020011075,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,099253
McDonald's,4 BUKIT BATOK STREET 41 #01-42-45/50-54 LE QUEST 657991,Restaurant,EERN21010011971,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,657991
McDonald's,180 KITCHENER ROAD #01-19/20-23 CITY SQUARE MALL 208539,Restaurant,EERT20240000910,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,208539
McDonald's,11 BIDADARI PARK DRIVE #B1-11/12 THE WOODLEIGH MALL 367803,Restaurant,EERT20230000678,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,367803
McDonald's,130 DUNEARN ROAD CALTEX SERVICE STATION 309436,Food Kiosk,EEFK20230001006,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,309436
McDonald's,1 PARK ROAD #01-69-75 PEOPLE'S PARK COMPLEX 059108,Restaurant,EERN20020011069,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,059108
McDonald's,23 Serangoon Central #B2-05/06/07/08 NEX 556083,Restaurant,EERN20020011107,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,556083
McDonald's,370 ALEXANDRA ROAD #01-32/33/34 ANCHORPOINT SHOPPING CENTRE 159953,Restaurant,EERT20240000292,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,159953
McDonald's,632 BEDOK RESERVOIR ROAD #01-850 470632,Restaurant,EERN20020010973,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,470632
McDonald's,744 BEDOK RESERVOIR ROAD #01-3019 470744,Restaurant,EERN20020010976,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,470744
McDonald's,11 RIVERVALE CRESCENT #01-27 RIVERVALE MALL 545082,Restaurant,EERN20020011037,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,545082
McDonald's,9 Sentul Crescent #03-05 SAFRA PUNGGOL 828654,Restaurant,EERN20020011124,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,828654
McDonald's,127B PLANTATION CRESCENT #01-403 PLANTATION PLAZA 692127,Restaurant,EERT20240000911,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,692127
McDonald's,293 LORONG 6 TOA PAYOH #01-02 TOA PAYOH SAFRA CLUB HOUSE 319387,Restaurant,EERN20020011105,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,319387
McDonald's,350 ORCHARD ROAD #05-21 SHAW HOUSE 238868,Restaurant,EERN20020011164,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,238868
McDonald's,256 JURONG EAST STREET 24 #01-381 600256,Restaurant,EERN20020011027,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,600256
McDonald's,3 SIMEI STREET 6 #01-34 EASTPOINT MALL 528833,Restaurant,EERN20020011050,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,528833
McDonald's,1000 EAST COAST PARKWAY #01-05 MARINE COVE EAST COAST PARK 449876,Restaurant,EERN20030011177,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,449876
McDonald's,10 TAMPINES STREET 23 #01-02 TAMPINES EAST COMMUNITY CLUB 529341,Restaurant,EERN20050011455,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,529341
McDonald's,"3 TEMASEK BOULEVARD #02-732/733 SUNTEC CITY MALL, McDonald's 038983",Restaurant,EERN20020010959,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,038983
McDonald's,65 AIRPORT BOULEVARD #01-21 CHANGI AIRPORT TERMINAL 3 ARRIVAL HALL 819663,Restaurant,EERN20020010977,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,819663
McDonald's,"200 STADIUM BOULEVARD, McDonald's 397801",Restaurant,EERN20020011110,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,397801
McDonald's,991 Buangkok Link #01-14 Multi Storey Car Park 530991,Restaurant,EERN20020011121,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,530991
McDonald's,461 YISHUN AVENUE 6 #01-03 MULTI STOREY CAR PARK 760461,Restaurant,EERN20020011160,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,760461
McDonald's,78 AIRPORT BOULEVARD #B1-298 JEWEL CHANGI AIRPORT 819666,Restaurant,EERT20220001038,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,819666
McDonald's,60 AIRPORT BOULEVARD #03-173 CHANGI AIRPORT TERMINAL 2 819643,Restaurant,EERT20230000256,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,819643
McDonald's,60 AIRPORT BOULEVARD #01-08 CHANGI AIRPORT TERMINAL 2 819643,Restaurant,EERT20230000875,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,819643
McDonald's,70 JELLICOE ROAD #01-20 V HOTEL LAVENDER 208767,Restaurant,EERN20020010979,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,208767
McDonald's,633 TAMPINES NORTH DRIVE 2 #02-03 TAMPINES GREENCOURT 520633,Restaurant,EERT25100000143,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,520633
McDonald's,930 YISHUN AVENUE 2 #01-12 NORTHPOINT SHOPPING CENTRE 769098,Restaurant,EERN20020010967,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,769098
McDonald's,55 SIGLAP ROAD #01-07/08 SINGLAP SHOPPING CENTRE 455871,Restaurant,EERN20020010987,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,455871
McDonald's,9 BISHAN PLACE #01-20 JUNCTION 8 SHOPPING CENTRE 579837,Restaurant,EERN20020011002,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,579837
McDonald's,762 JURONG WEST STREET 75 #02-250 GEK POH SHOPPING CENTRE 640762,Restaurant,EERN20020011022,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,640762
McDonald's,1 JURONG WEST CENTRAL 2 #01-31 JURONG POINT SHOPPING CENTRE 648886,Restaurant,EERN20020011026,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,648886
McDonald's,144 UPPER BUKIT TIMAH ROAD #01-39/40 BEAUTY WORLD CENTRE 588177,Restaurant,EERN20020011033,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,588177
McDonald's,93 PASIR RIS DRIVE 3 #01-02 PASIR RIS ELIAS COMMUNITY CENTRE 519498,Restaurant,EERN20020011035,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,519498
McDonald's,624 CHOA CHU KANG STREET 62 #01-264 YEW TEE SHOPPING CENTRE 680624,Restaurant,EERN20020011055,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,680624
McDonald's,10 JALAN SERENE #01-01 SERENE CENTRE 258748,Restaurant,EERN20020011108,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,258748
McDonald's,1 MARINE PARADE CENTRAL #01-01 PARKWAY CENTRE 449408,Restaurant,EERN20030011178,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,449408
McDonald's,524A JELAPANG ROAD #01-02A GREENRIDGE SHOPPING CENTRE 671524,Restaurant,EERN21090012893,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,671524
McDonald's,604 SEMBAWANG ROAD #01-27/28-31 SEMBAWANG SHOPPING CENTRE 758459,Restaurant,EERT20220000584,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,758459
McDonald's,533 CHOA CHU KANG STREET 51 #01-10 LIMBANG SHOPPING CENTRE 680533,Restaurant,EERT20230000305,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,680533
McDonald's,399 YUNG SHENG ROAD #01-23/24 TAMAN JURONG SHOPPING CENTRE 610399,Restaurant,EERT20240000253,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,610399
McDonald's,17 Petir Road #B1-25-27 Hillion Mall 678278,Restaurant,EERN20020010962,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,678278
McDonald's,311 NEW UPPER CHANGI ROAD #01-10/11 BEDOK MALL 467360,Restaurant,EERN20020010975,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,467360
McDonald's,583 ORCHARD ROAD #B-3/35 FORUM SHOPPING MALL 238884,Restaurant,EERN20020010980,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,238884
McDonald's,35 SELEGIE ROAD #B1-38 PARKLANE SHOPPING MALL 188307,Restaurant,EERN20020011011,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,188307
McDonald's,1 JOO KOON CIRCLE #01-27-31 Fairprice Hub 629117,Restaurant,EERN20020011025,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,629117
McDonald's,80 MANDAI LAKE ROAD #01-22 SINGAPORE ZOO 729826,Restaurant,EERT25110000030,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,729826
McDonald's,6 JURONG WEST AVENUE 1 JURONG GREEN COMMUNITY CLUB 649520,Restaurant,EERN20020011021,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,649520
McDonald's,638 JURONG WEST STREET 61 #01-01/02 640638,Restaurant,EERN20020011024,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,640638
McDonald's,291 BOON LAY WAY JURONG CENTRAL PARK 649849,Restaurant,EERN20020011030,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,649849
McDonald's,"50 Jurong Gateway Road #01-63 & #02 55, JEM, McDonald's 608549",Restaurant,EERN20020011032,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,608549
McDonald's,8 JURONG WEST STREET 52 #01-02 JURONG SPRING COMMUNITY CLUB 649296,Restaurant,EERN22010013399,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,649296
McDonald's,9 TAMPINES AVENUE 2 #01-02 SHELL SERVICE STATION 529731,Food Kiosk,EEFK20230000680,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,529731
McDonald's,513 TAMPINES CENTRAL 1 #01-150 520513,Restaurant,EERN20020011042,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,520513
McDonald's,5 TAMPINES STREET 32 #01-01 TAMPINES MART 529284,Restaurant,EERN20020011043,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,529284
McDonald's,4 TAMPINES CENTRAL 5 #01-33 TAMPINES MALL 529510,Restaurant,EERN20020011044,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,529510
McDonald's,5 TAMPINES AVENUE 3 #01-07 TAMPINES WEST COMMUNITY CLUB 529705,Restaurant,EERN20020011045,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,529705
McDonald's,21 TAMPINES AVENUE 1 #30B-01-02 TEMASEK POLYTECHNIC 529757,Restaurant,EERN20020011052,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,529757
McDonald's,614 TAMPINES NORTH DRIVE 1 #01-09 TAMPINES GREEN VIEW 520614,Restaurant,EERN21080012846,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,520614
McDonald's,1 TAMPINES WALK #01-13/14 OUR TAMPINES HUB 528523,Restaurant,EERT20230000331,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,528523
McDonald's,512A TAMPINES CENTRAL 1 #01-K1 521512,Snack Bar / Bakery,EEBN20020010632,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,521512
McDonald's,68 ORCHARD ROAD #B1-23/24 PLAZA SINGAPURA 238839,Restaurant,EERN20020011009,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,238839
McDonald's,8 GRANGE ROAD #01-05/06 CATHAY CINELEISURE ORCHARD 239695,Restaurant,EERT20230000869,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,239695
McDonald's,200 VICTORIA STREET #01-66 PARCO BUGIS JUNCTION 188021,Restaurant,EERN20020010960,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,188021
McDonald's,600 LORONG 4 TOA PAYOH #01-02 319515,Restaurant,EERN20020010986,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,319515
McDonald's,109 TOA PAYOH LORONG 1 #01-318 310109,Restaurant,EERN20020011103,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,310109
McDonald's,490 LORONG 6 TOA PAYOH #01-11 310490,Restaurant,EERN20020011104,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,310490
McDonald's,539 BEDOK NORTH STREET 3 #01-643 460539,Restaurant,EERN20020010974,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,460539
McDonald's,151 BEDOK SOUTH ROAD #01-12 SIGLAP CC 460151,Restaurant,EERT20220000296,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,460151
McDonald's,"293 YISHUN STREET 22 #01-237, (Part of-right unit) 760293",Restaurant,EERN20020010965,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,760293
McDonald's,60 YISHUN AVENUE 4 #01-11 SAFRA YISHUN COUNTRY CLUB 769027,Restaurant,EERN20020010966,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,769027
McDonald's,846 YISHUN RING ROAD #01-3669 760846,Restaurant,EERN20020010968,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,760846
McDonald's,369 SEMBAWANG ROAD #01-01 758382,Restaurant,EERN20020011003,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,758382
McDonald's,30 SEMBAWANG DRIVE #01-16/17 SUN PLAZA 757713,Restaurant,EERN20020011077,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,757713
McDonald's,"1 JELEBU ROAD #02-01 BUKIT PANJANG PLAZA, Mcdonald's 677743",Restaurant,EERN20020010972,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,677743
McDonald's,302 TIONG BAHRU ROAD #01-145/146/147 TIONG BAHRU PLAZA 168732,Restaurant,EERN20020011013,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,168732
McDonald's,"118 RIVERVALE DRIVE #01-32 Rivervale Plaza, K18/k19 540118",Restaurant,EERN20020011038,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,540118
McDonald's,735 PASIR RIS STREET 72 #01-342 PASIR RIS WEST PLAZA 510735,Restaurant,EERT20230000986,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,510735
McDonald's,18 BOON LAY WAY #01-173 TradeHub 21 609966,Restaurant,EERN20020010981,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,609966
McDonald's,258 PASIR RIS STREET 21 #01-25 LOYANG POINT 510258,Restaurant,EERN20020011051,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,510258
McDonald's,133 NEW BRIDGE ROAD #01-03 CHINATOWN POINT 059413,Restaurant,EERN20020011073,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,059413
McDonald's,83 PUNGGOL CENTRAL #B2-07/K4 WATERWAY POINT 828761,Restaurant,EERN20020011125,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,828761
McDonald's,1378 ANG MO KIO AVE 1 BISHAN-ANG MO KIO PARK 569981,Restaurant,EERN20020011004,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,569981
McDonald's,"632 BUKIT BATOK CENTRAL #01-138, Mcdonald's 650632",Restaurant,EERN20020011015,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,650632
McDonald's,107 NORTH BRIDGE ROAD #01-16/17/21 FUNAN 179105,Restaurant,EERN20020011064,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,179105
McDonald's,1 SOUTH CANAL ROAD 048508,Restaurant,EERN20020011070,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,048508
McDonald's,71 WEST COAST HIGHWAY 126844,Restaurant,EERN20020011018,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,126844
McDonald's,600 HOUGANG AVENUE 3 #01-01 MOBIL SERVICE STATION 538846,Food Kiosk,EEFK20230000681,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,538846
McDonald's,"548 HAVELOCK ROAD SHELL SERVICE STATION, (Part Of) 169637",Food Kiosk,EEKN21080012173,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,169637
McDonald's,3501 JALAN BUKIT MERAH #01-01 REGAL THEATRE 159460,Restaurant,EERN20020011007,Eating Establishment,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,159460
Meat Preparation @ dnata Singapore Pte Ltd,"50 AIRPORT BOULEVARD, Meat preparation 819658",Central Kitchen,FPCN21070001557,Food Preparation Area,3c1e9ce7-90d3-4ec1-9aa8-700c67f9b803,819658
MEDITERRANEAN COUNTER @ CAROUSEL,25 SCOTTS ROAD SCOTTSWALK 228220,Food Station,EEDN21110000185,Eating Establishment,f77c81b7-cf73-4974-806d-549f0dca0ec4,228220
Mee Bagus,925 YISHUN CENTRAL 1 Stall 5 #01-211 Kedai Kopi 760925,Hawker,EEHK20250000465,Eating Establishment,cd2b1a60-2b11-4a39-95b0-a904e73d1612,760925
Mee Hoon & Nasi Padang,"11 CANBERRA ROAD Stall 5, Nom's Bistro #01-01 SEMBAWANG MRT STATION (NS11) 759775",Hawker,EEHK20250000651,Eating Establishment,2720d849-a1a3-4912-8317-c8f876164325,759775
MEHNAZ KITCHEN,21 BIOPOLIS ROAD #01-05 NUCLEOS 138567,Restaurant,EERT25110000042,Eating Establishment,d643d770-09f8-41ac-91ba-acf767ad5271,138567
Mei Mei Japanese (S4) @ Cantine Greenridge.,524A JELAPANG ROAD #01-03 GREENRIDGE SHOPPING CENTRE 671524,Hawker,EEHK20240000109,Eating Establishment,a63f3a30-ce61-42ab-ab89-1398921d881d,671524
MEL'S DRIVE IN @ UNIVERSAL STUDIOS SINGAPORE (RWS),30 SENTOSA GATEWAY #01-303 USS HOLLYWOOD - MEL'S DRIVE-IN 098269,Restaurant,EERX20030011200,Eating Establishment,9de4beef-f7af-4fd1-83a8-b10a55cec0c2,098269
Merhaba Amigo,676 Woodlands Drive 71 #01-14 730676,Snack Bar / Bakery,EESB20240000480,Eating Establishment,41323452-8f3a-41c0-b311-0ecd8360014b,730676
Mgt Canteen @Sembawang Seatrium(mngd by Catering Solutions P/L),60 ADMIRALTY ROAD WEST SEMBAWANG SHIPYARD 759956,Staff Canteen,EESC20240000793,Eating Establishment,2b20be58-8d45-4d46-aea0-fc4643340cae,759956
MIKKO BUBBLE TEA & CHILL CORNER.,442 PASIR RIS DRIVE 6 #01-48 510442,Restaurant,EERT20230000988,Eating Establishment,5482bc24-af01-45ca-a680-8c12a0d370ed,510442
Milan Cafeteria,1 TAMPINES WALK #01-103/103A OUR TAMPINES HUB 528523,Restaurant,EERT20240001057,Eating Establishment,a1ee7547-25ef-4c1b-93b6-a8a0555c0087,528523
Milan Shokudo,"21 CHOA CHU KANG AVENUE 4 #B1-12/13 LOT ONE, SHOPPERS' MALL 689812",Restaurant,EERT20240000252,Eating Establishment,854a8501-0a00-4df3-a9ff-7c928fc3ade2,689812
